Purpose,대분류,중분류,소분류,Section,테스트 항목,사전조건,테스트 스텝,기대결과
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Basic Annual 계정 Premioum Monthly Section 출력 여부 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입
3. Basic Annual Subscription 구독 중인 상태",Premioum Monthly Section 출력 확인,Premioum Monthly Section 출력되지 않는다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Monthly Section,,Premioum Monthly Section 출력 여부 확인,"1. KOCOWA Webpage 진입
2. Subscribe Page 진입
3. Premium Monthly Subscription 구독 중인 상태",Premioum Monthly Section 출력 확인,Premioum Monthly Section 출력되지 않는다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Rectangle 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Rectangle 출력 확인,Rectangle 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,title text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",title text 출력 확인,title text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,title text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",title text 출력 확인,"""Premium Annual Plan"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Price text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Price text 출력 확인,Price text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Currency 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Currency 출력 확인,Currency 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,User Currency 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Currency 출력 확인,User 국가 설정에 따른 Currency 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Price 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Price 출력 확인,Price 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,User Price 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Price 출력 확인,User 국가 설정에 따른 Price 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Subscription Currency Code 확인,1. Subscirbe Page 진입,Currency Code 출력 확인,Currency Code 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Target Subscription Currency Code 확인,1. Subscirbe Page 진입,Currency Code 출력 확인,User Selected Subscription item Currency Code 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Per-Unit text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Per-Unit text 출력 확인,"""/yr"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Upgrade Now Button 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Upgrade Now Button 출력 확인,Upgrade Now Button 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Upgrade Now Button stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Upgrade Now Button 출력 확인,"""Upgrade Now!"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Upgrade Now Button 기능 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Upgrade Now Button 선택,Checkout Page 진입된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Division Line 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Division Line 출력 확인,구분선 형태의 Division Line 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Compare inform text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Compare inform text 출력 확인,Compare inform text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Compare inform text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Compare inform text 출력 확인,"""Compared to Premium Monthly Plan:"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Delimiter 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태
3. 해상도 1024 이상 적용된 상태",Delimiter 출력 확인,세로 구분선 형태의 Delimiter 노촐된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Delimiter 출력 여부 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태
3. 해상도 768 이하 적용된 상태",Delimiter 출력 확인,세로 구분선 형태의 Delimiter 노촐되지 않는다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Bolt icon 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Bolt icon 출력 확인,Bolt icon 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Discount Benefit text 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Discount text 출력 확인,Discount text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Premium Annual Section,,Discount Benefit text stringset 확인,"1. Subscirbe Page 진입
2. Subscription Upgrade 가능한 상태",Discount Benefit text 출력 확인,"""Save about 16.6% with the Annual Plan!"" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Information Section,,Bullet Point 확인,1. Subscribe Page 진입,Bullet Point 출력 확인,Bullet Point 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Information Section,,Check Guidance text 확인,1. Subscribe Page 진입,Check Guidance text 출력 확인,Check Guidance text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Information Section,,Check Guidance text stringset 확인,1. Subscribe Page 진입,Check Guidance text 출력 확인,"""Please check the details of each plan below."" text 출력된다"
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Information Section,,Platform Guidance text 확인,1. Subscribe Page 진입,Platform Guidance text 출력 확인,Platform Guidance text 출력된다
WEB,Subscribe Page,Upgrade for a Better Experience! Area,Information Section,,Platform Guidance text stringset 확인,1. Subscribe Page 진입,Platform Guidance text 출력 확인,"""If you purchased from another platform, you must upgrade your plan through that platform."" text 출력된다"
WEB,Checkout Page,,,#NAME?,KOCOWA logo image 확인,"1. KOCOWA 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택",KOCOWA logo image 출력 확인,KOCOWA logo image 출력된다
WEB,Checkout Page,,,#NAME?,Back icon 확인,"1. KOCOWA 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택",Back icon 출력 확인,Left Arrow 형태의 Back icon 출력된다
WEB,Checkout Page,,,#NAME?,Back icon 기능 확인,"1. KOCOWA 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택",Back icon 선택,이전 화면으로 이동한다
WEB,Checkout Page,Payment Summary Area,,#NAME?,title text 확인,"1. KOCOWA 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택",title text 출력 확인,"""PAYMENT SUMMARY"" text 출력된다"
WEB,Checkout Page,Billing Information Area,,#NAME?,Credit Card image 확인,"1. KOCOWA 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택",Credit Card image 출력 확인,Card 형태의 Credit Card image 출력된다
WEB,Checkout Page,Billing Information Area,,#NAME?,Credit Card image 기능 확인,"1. KOCOWA 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택",Credit Card image 선택,Cards Area 출력된다
WEB,Checkout Page,Billing Information Area,,#NAME?,Default Setting 확인,"1. KOCOWA 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택",Default Setting 적용 확인,Cards Area 출력된다
WEB,Checkout Page,Bottom Area,,#NAME?,View Terms text Button 확인,"1. PLAN Page 진입
2. Subscription item 선택",View Terms text Button 출력 확인,"""View Terms"" text Button 출력된다"
WEB,Checkout Page,Bottom Area,,#NAME?,View Terms text Button 기능 확인,"1. PLAN Page 진입
2. Subscription item 선택",View Terms text Button 선택,Terms of Use Page 진입된다
WEB,Subscription Purchasing,Email List,KOCOWA Payment Receipt,#NAME?,KOCOWA Payment Receipt Email 수신 여부 확인,"1. 미결제 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택
4. 결제 절차 진행 완료
5. Free-Trial 적용된 상태",Email box 확인,KOCOWA Payment Receipt Email 수신되지 않는다
WEB,Subscription Purchasing,Email List,KOCOWA Payment Receipt,#NAME?,KOCOWA Payment Receipt Email 수신 확인,"1. 미결제 계정 Sign in
2. PLAN Page 진입
3. Subscription item 선택
4. 결제 절차 진행 완료",Email box 확인,KOCOWA Payment Receipt Email 수신된다
WEB,Player Page,Video Playing,Player UI,#NAME?,content Name 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",content Name 출력 확인,content 명 text 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,content Episode Numbering 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",content Episode Numbering 출력 확인,Episode Numbering 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,재생 화면 UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",플레이 화면 확인,영상 자막 정상 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,재생 바 영역 UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",플레이 화면 Hover,재생 바가 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,재생 바 조작 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",재생 바 조작 시도,조작한 영상 시간대로 영상 재생 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Thumbnail 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",재생 바 조작 시도,Time marker 위치한 시간대의 Thumbnail 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Pause Button UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",플레이 화면 Hover,Pause Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Pause Button 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",Pause Button 선택,영상 일시 정지된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Pause Button 선택 시 UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",Pause Button 선택,Play Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Play Button 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",Play Button 선택,영상 재생 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Play Button 선택 시 UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",Play Button 선택,Pause Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,15Sec Forword Button UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",플레이 화면 Hover,15Sec Forword Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,15Sec Rewind Button UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",플레이 화면 Hover,15Sec Rewind Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,15Sec Forword Button 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",15Sec Forword Button 선택,15초 후로 영상 재생 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,15Sec Rewind Button 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 플레이 화면 Hover 상태",15Sec Rewind Button 선택,15초 전으로 영상 되돌아간다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Button UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Volume Button 출력 확인,확성기 형태의 Volume Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Button hover 시 Sound Bar 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Volume Button에 mouse hover,Sound bar 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Button Hover 시 text box 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Volume Button Hover,"""Mute"" text box 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Button 선택 시 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Volume Button 선택,음소거된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Button 선택 시 UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Volume Button 선택,Volume Mute Button Toggle 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Mute Button UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. Volume Button 선택",Volume Mute Button 출력 확인,빗금 처리된 확성기 형태의 Mute Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Mute Button Hover 시 text box 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. Volume Button 선택",Volume Mute Button Hover,"""Unmute"" text box 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Mute Button Hover 시 Control Bar 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. Volume Button 선택",Volume Mute Button Hover,Volume Control Bar 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Mute Button 선택 시 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. Volume Button 선택",Volume Mute Button 선택,음소거 해제된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Mute Button 선택 시 UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. Volume Button 선택",Volume Mute Button 선택,Volume Button Toggle 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Volume Control Bar 조절 시 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Volume Control Bar 조작 확인,조절한 값의 소리 출력 된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Next Episode Button 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Next Episode Button 출력된다,Next Episode Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Next Episode Button 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. 다음 Episode 편성된 상태",Next Episode Button 선택,다음 Episode 로 이동한다
WEB,Player Page,Video Playing,Player UI,#NAME?,재생 시간 영역 UI 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",플레이 화면 Hover,"nn:nn (현재 재생 시간) / nn:nn (총 영상 시간)
 text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Episode List Button 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. Full screen 인 상태",Episode List Button 출력 확인,Window 형태의 Episode List Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Episode List Button 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태
6. Full screen 인 상태",Episode List Button 선택,Episode list POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Setting Button 출력 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Setting Button 출력 확인,톱니 바퀴 형태의 Setting Button 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Setting Button 기능 확인,"1. KOCOWA 결제 계정 Sign in
2. DRAMA Menu 진입
3. poster image 선택
4. Episode content 선택
5. 영상 재생 중인 상태",Setting Button 선택,Setting POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,title text 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택",title text 출력 확인,"""Setting"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Subtitle text 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택",Subtitle text 출력 확인,"""Subtitle"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Subtitle 선택 창 출력 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택",Subtitle 선택,Subtitle 선택 창 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,playback speed text 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택",playback speed text 확인,"""Playback Speed"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Playback Speed Selection POP UP 출력 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택",Playback Speed 선택,Playback Speed Selection POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Default Setting 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",Default Setting 적용 확인,현재 적용 중인 항목 강조되어 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,항목 선택 시 UI 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",항목 선택,해당 항목 강조되어 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,항목 선택 시 동작 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",항목 선택,해당 항목 Check icon 표시되어 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,항목 선택 시 POP UP 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",항목 선택,Subtitle Setting POP UP 사라지지 않는다
WEB,Player Page,Video Playing,Player UI,#NAME?,항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",항목 선택,해당 Language Subtitle 적용된다
WEB,Player Page,Video Playing,Player UI,#NAME?,English 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",English 항목 출력 확인,"""English"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Portuguese 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",Portuguese 항목 출력 확인,"""Portuguese"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Espanol 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",Espanol 항목 출력 확인,"""Espanol"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Chinese 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",Chinese 항목 출력 확인,"""简体中文"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Vietnamese 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",Vietnamese 항목 출력 확인,"""Tiêng Viêt"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Off 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",Off 항목 출력 확인,"""OFF"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Off 항목 영어 출력 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. English 외 언어로 System Language 설정한 상태",Off 항목 출력 확인,"""OFF"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Off 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택",off Button 선택,자막 출력되지 않는다
WEB,Player Page,Video Playing,Player UI,#NAME?,Default Setting 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",Default Setting 적용 확인,현재 적용 중인 항목 강조되어 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,항목 선택 시 UI 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",항목 선택,해당 항목 강조되어 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,항목 선택 시 동작 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",항목 선택,해당 항목 Check icon 표시되어 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,항목 선택 시 POP UP 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",항목 선택,Playback Speed Selection POP UP 사라지지 않는다
WEB,Player Page,Video Playing,Player UI,#NAME?,항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",항목 선택,해당 Playback Speed 적용된다
WEB,Player Page,Video Playing,Player UI,#NAME?,0.5x 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",0.5x 항목 출력 확인,"""0.5x"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,0.75x 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",0.75x 항목 출력 확인,"""0.75x"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,1x 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",1x 항목 출력 확인,"""1x"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,1.25x 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",1.25x 항목 출력 확인,"""1.25x"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,1.5x 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",1.5x 항목 출력 확인,"""1.5x"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,1.75x 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",1.7x 항목 출력 확인,"""1.75x"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,2X 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Playback Speed 항목 선택",2X 항목 출력 확인,"""2x"" 항목 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,title text 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",title text 출력 확인,"""Subtitle Settings"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Color 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Color 항목 출력 확인,Text Color 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Color 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Color 항목 출력 확인,"""Text Color"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Color 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Color 항목 선택,Text Color POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Opacity 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Opacity 항목 출력 확인,Text Opacity 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Opacity 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Opacity 항목 출력 확인,"""Text Opacity"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Opacity 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Opacity 항목 선택,Text Opacity POP UP 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Edge Style 항목 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Edge Style 항목 출력 확인,Text Edge Style 항목 출력된다
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Edge Style 항목 stringset 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Edge Style 항목 출력 확인,"""Text Edge Style"" text 출력된다"
WEB,Player Page,Video Playing,Player UI,#NAME?,Text Edge Style 항목 기능 확인,"1. Channel Page 진입
2. Player Screen 진입
3. Setting icon 선택
4. Subtitles 항목 선택
5. Settings text Button 선택",Text Edge Style 항목 선택,Text Edge Style POP UP 출력된다
